Kanton;Woche;endend;Alter;untGrenze;Erwartung;obeGrenze;AnzTF_HR;Exzess
TI  ;          50;13.12.2020;65+     ;          38;          58;          78;       114.9;       114.9
TI  ;          51;20.12.2020;65+     ;          39;          58;          78;       113.6;       113.6
TI  ;          52;27.12.2020;65+     ;          39;          59;          79;       128.5;       128.5
TI  ;          53;03.01.2021;65+     ;          40;          59;          79;           .;           .
VD  ;           1;05.01.2020;0-64    ;           6;          16;          26;          13;           .
VD  ;           2;12.01.2020;0-64    ;           6;          16;          26;          12;           .
VD  ;           3;19.01.2020;0-64    ;           5;          16;          26;          16;           .
VD  ;           4;26.01.2020;0-64    ;           5;          16;          26;          17;           .
VD  ;           5;02.02.2020;0-64    ;           5;          15;          26;          12;           .
VD  ;           6;09.02.2020;0-64    ;           5;          15;          26;          16;           .
VD  ;           7;16.02.2020;0-64    ;           5;          15;          25;          11;           .
VD  ;           8;23.02.2020;0-64    ;           5;          15;          25;          18;           .
VD  ;           9;01.03.2020;0-64    ;           5;          15;          25;          17;           .
VD  ;          10;08.03.2020;0-64    ;           5;          15;          25;          17;           .
VD  ;          11;15.03.2020;0-64    ;           5;          15;          25;          14;           .
VD  ;          12;22.03.2020;0-64    ;           5;          15;          25;          13;           .
VD  ;          13;29.03.2020;0-64    ;           5;          15;          25;          14;           .
VD  ;          14;05.04.2020;0-64    ;           5;          15;          25;          14;           .
VD  ;          15;12.04.2020;0-64    ;           5;          15;          25;          14;           .
VD  ;          16;19.04.2020;0-64    ;           5;          15;          25;          14;           .
VD  ;          17;26.04.2020;0-64    ;           5;          15;          24;          17;           .
VD  ;          18;03.05.2020;0-64    ;           5;          15;          24;          14;           .
VD  ;          19;10.05.2020;0-64    ;           5;          14;          24;          17;           .
VD  ;          20;17.05.2020;0-64    ;           5;          14;          24;          17;           .
VD  ;          21;24.05.2020;0-64    ;           5;          14;          24;          14;           .
VD  ;          22;31.05.2020;0-64    ;           5;          14;          24;          15;           .
VD  ;          23;07.06.2020;0-64    ;           4;          14;          24;          16;           .
VD  ;          24;14.06.2020;0-64    ;           4;          14;          24;          13;           .
VD  ;          25;21.06.2020;0-64    ;           4;          14;          24;          10;           .
VD  ;          26;28.06.2020;0-64    ;           4;          14;          24;          17;           .
VD  ;          27;05.07.2020;0-64    ;           4;          14;          23;          22;           .
VD  ;          28;12.07.2020;0-64    ;           4;          14;          23;          15;           .
VD  ;          29;19.07.2020;0-64    ;           4;          14;          23;          12;           .
VD  ;          30;26.07.2020;0-64    ;           4;          14;          23;          14;           .
VD  ;          31;02.08.2020;0-64    ;           4;          14;          23;          14;           .
VD  ;          32;09.08.2020;0-64    ;           4;          14;          23;           8;           .
VD  ;          33;16.08.2020;0-64    ;           4;          14;          23;          14;           .
VD  ;          34;23.08.2020;0-64    ;           4;          14;          23;          17;           .
VD  ;          35;30.08.2020;0-64    ;           4;          14;          23;           4;           .
VD  ;          36;06.09.2020;0-64    ;           4;          14;          23;          22;           .
VD  ;          37;13.09.2020;0-64    ;           4;          14;          23;          14;           .
VD  ;          38;20.09.2020;0-64    ;           4;          14;          23;          15;           .
VD  ;          39;27.09.2020;0-64    ;           4;          14;          23;          14;           .
VD  ;          40;04.10.2020;0-64    ;           4;          14;          23;          14;           .
VD  ;          41;11.10.2020;0-64    ;           4;          14;          24;          17;           .
VD  ;          42;18.10.2020;0-64    ;           4;          14;          24;          11;           .
VD  ;          43;25.10.2020;0-64    ;           4;          14;          24;          13;           .
VD  ;          44;01.11.2020;0-64    ;           4;          14;          24;          13;           .
VD  ;          45;08.11.2020;0-64    ;           4;          14;          24;           9;           .
VD  ;          46;15.11.2020;0-64    ;           4;          14;          24;          16;           .
VD  ;          47;22.11.2020;0-64    ;           4;          14;          24;          10;           .
VD  ;          48;29.11.2020;0-64    ;           4;          14;          24;        13.4;           .
VD  ;          49;06.12.2020;0-64    ;           4;          14;          24;         9.8;           .
VD  ;          50;13.12.2020;0-64    ;           4;          14;          24;         7.8;           .
VD  ;          51;20.12.2020;0-64    ;           4;          14;          24;         2.5;           .
VD  ;          52;27.12.2020;0-64    ;           4;          14;          24;         1.5;           .
VD  ;          53;03.01.2021;0-64    ;           5;          14;          24;           .;           .
VD  ;           1;05.01.2020;65+     ;          82;         109;         136;          87;           .
VD  ;           2;12.01.2020;65+     ;          82;         109;         135;          86;           .
VD  ;           3;19.01.2020;65+     ;          81;         108;         135;          93;           .
VD  ;           4;26.01.2020;65+     ;          81;         108;         134;         108;           .
VD  ;           5;02.02.2020;65+     ;          80;         107;         134;         100;           .
VD  ;           6;09.02.2020;65+     ;          80;         106;         133;          99;           .
VD  ;           7;16.02.2020;65+     ;          79;         106;         132;          96;           .
VD  ;           8;23.02.2020;65+     ;          78;         105;         131;          88;           .
VD  ;           9;01.03.2020;65+     ;          78;         104;         130;         105;           .
VD  ;          10;08.03.2020;65+     ;          76;         102;         128;          98;           .
VD  ;          11;15.03.2020;65+     ;          74;         100;         126;         125;           .
VD  ;          12;22.03.2020;65+     ;          73;          98;         124;         118;           .
VD  ;          13;29.03.2020;65+     ;          71;          96;         121;         150;         150
VD  ;          14;05.04.2020;65+     ;          69;          94;         119;         192;         192
VD  ;          15;12.04.2020;65+     ;          67;          92;         117;         161;         161
VD  ;          16;19.04.2020;65+     ;          66;          91;         115;         146;         146
VD  ;          17;26.04.2020;65+     ;          65;          90;         114;         132;         132
VD  ;          18;03.05.2020;65+     ;          64;          89;         113;         108;           .
VD  ;          19;10.05.2020;65+     ;          64;          88;         112;          68;           .
VD  ;          20;17.05.2020;65+     ;          64;          88;         112;          75;           .
VD  ;          21;24.05.2020;65+     ;          63;          87;         111;          91;           .
VD  ;          22;31.05.2020;65+     ;          63;          87;         111;          64;           .
VD  ;          23;07.06.2020;65+     ;          63;          87;         111;          88;           .
VD  ;          24;14.06.2020;65+     ;          62;          86;         110;          85;           .
VD  ;          25;21.06.2020;65+     ;          62;          86;         110;          80;           .
VD  ;          26;28.06.2020;65+     ;          62;          86;         110;          91;           .
VD  ;          27;05.07.2020;65+     ;          62;          86;         110;          77;           .
VD  ;          28;12.07.2020;65+     ;          62;          85;         109;          89;           .
VD  ;          29;19.07.2020;65+     ;          61;          85;         109;          64;           .
VD  ;          30;26.07.2020;65+     ;          61;          85;         108;          78;           .
VD  ;          31;02.08.2020;65+     ;          61;          84;         108;          88;           .
VD  ;          32;09.08.2020;65+     ;          60;          84;         108;          92;           .
VD  ;          33;16.08.2020;65+     ;          60;          84;         108;          85;           .
VD  ;          34;23.08.2020;65+     ;          60;          84;         107;          96;           .
VD  ;          35;30.08.2020;65+     ;          61;          84;         108;          74;           .
VD  ;          36;06.09.2020;65+     ;          61;          85;         109;          87;           .
VD  ;          37;13.09.2020;65+     ;          62;          86;         110;         113;         113
VD  ;          38;20.09.2020;65+     ;          63;          87;         111;          91;           .
VD  ;          39;27.09.2020;65+     ;          64;          88;         112;          92;           .
VD  ;          40;04.10.2020;65+     ;          65;          89;         114;          78;           .
VD  ;          41;11.10.2020;65+     ;          66;          90;         115;          93;           .
VD  ;          42;18.10.2020;65+     ;          67;          91;         116;          97;           .
VD  ;          43;25.10.2020;65+     ;          67;          92;         117;          95;           .
VD  ;          44;01.11.2020;65+     ;          68;          93;         117;         128;         128
VD  ;          45;08.11.2020;65+     ;          68;          93;         118;         173;         173
VD  ;          46;15.11.2020;65+     ;          69;          94;         119;         209;         209
VD  ;          47;22.11.2020;65+     ;          69;          94;         119;         196;         196
VD  ;          48;29.11.2020;65+     ;          69;          94;         120;         193;         193
VD  ;          49;06.12.2020;65+     ;          70;          95;         120;         158;         158
VD  ;          50;13.12.2020;65+     ;          70;          95;         120;       132.8;       132.8
VD  ;          51;20.12.2020;65+     ;          70;          95;         120;        53.1;           .
VD  ;          52;27.12.2020;65+     ;          70;          96;         121;         6.3;           .
VD  ;          53;03.01.2021;65+     ;          71;          96;         121;           .;           .
VS  ;           1;05.01.2020;0-64    ;           0;           7;          14;           8;           .
VS  ;           2;12.01.2020;0-64    ;           0;           7;          14;          10;           .
VS  ;           3;19.01.2020;0-64    ;           0;           7;          14;           7;           .
VS  ;           4;26.01.2020;0-64    ;           0;           7;          15;           9;           .
VS  ;           5;02.02.2020;0-64    ;           1;           8;          15;           6;           .
VS  ;           6;09.02.2020;0-64    ;           1;           8;          15;          11;           .
VS  ;           7;16.02.2020;0-64    ;           1;           8;          15;           7;           .
VS  ;           8;23.02.2020;0-64    ;           1;           8;          15;           9;           .
VS  ;           9;01.03.2020;0-64    ;           1;           8;          15;           8;           .
VS  ;          10;08.03.2020;0-64    ;           1;           8;          16;          14;           .
VS  ;          11;15.03.2020;0-64    ;           1;           8;          16;           4;           .
VS  ;          12;22.03.2020;0-64    ;           1;           8;          16;           8;           .
VS  ;          13;29.03.2020;0-64    ;           1;           8;          15;           7;           .
VS  ;          14;05.04.2020;0-64    ;           1;           8;          15;           5;           .
VS  ;          15;12.04.2020;0-64    ;           1;           8;          15;           4;           .
VS  ;          16;19.04.2020;0-64    ;           1;           8;          15;           8;           .
VS  ;          17;26.04.2020;0-64    ;           1;           8;          15;           9;           .
VS  ;          18;03.05.2020;0-64    ;           0;           8;          15;           4;           .
VS  ;          19;10.05.2020;0-64    ;           0;           8;          15;           8;           .
VS  ;          20;17.05.2020;0-64    ;           0;           7;          15;           9;           .
VS  ;          21;24.05.2020;0-64    ;           0;           7;          14;           7;           .
VS  ;          22;31.05.2020;0-64    ;           0;           8;          15;           7;           .
VS  ;          23;07.06.2020;0-64    ;           1;           8;          15;           6;           .
VS  ;          24;14.06.2020;0-64    ;           1;           8;          15;          10;           .
VS  ;          25;21.06.2020;0-64    ;           1;           8;          15;           6;           .
VS  ;          26;28.06.2020;0-64    ;           1;           8;          15;           3;           .
VS  ;          27;05.07.2020;0-64    ;           1;           8;          15;          10;           .
VS  ;          28;12.07.2020;0-64    ;           1;           8;          15;           7;           .
VS  ;          29;19.07.2020;0-64    ;           1;           8;          15;           6;           .
VS  ;          30;26.07.2020;0-64    ;           1;           8;          15;           7;           .
VS  ;          31;02.08.2020;0-64    ;           1;           8;          15;           6;           .
VS  ;          32;09.08.2020;0-64    ;           1;           8;          15;           9;           .
VS  ;          33;16.08.2020;0-64    ;           1;           8;          15;           5;           .
VS  ;          34;23.08.2020;0-64    ;           0;           8;          15;          10;           .
VS  ;          35;30.08.2020;0-64    ;           0;           7;          14;           8;           .
VS  ;          36;06.09.2020;0-64    ;           0;           7;          14;           7;           .
VS  ;          37;13.09.2020;0-64    ;           0;           7;          14;          11;           .
VS  ;          38;20.09.2020;0-64    ;           0;           7;          14;           5;           .
VS  ;          39;27.09.2020;0-64    ;           0;           7;          14;          10;           .
VS  ;          40;04.10.2020;0-64    ;           0;           7;          14;           9;           .
VS  ;          41;11.10.2020;0-64    ;           0;           7;          14;           8;           .
VS  ;          42;18.10.2020;0-64    ;           0;           7;          14;           7;           .
VS  ;          43;25.10.2020;0-64    ;           0;           7;          14;          13;           .
VS  ;          44;01.11.2020;0-64    ;           0;           7;          15;           8;           .
VS  ;          45;08.11.2020;0-64    ;           0;           8;          15;           8;           .
VS  ;          46;15.11.2020;0-64    ;           1;           8;          15;           8;           .
VS  ;          47;22.11.2020;0-64    ;           1;           8;          15;           9;           .
VS  ;          48;29.11.2020;0-64    ;           1;           8;          15;         9.1;           .
VS  ;          49;06.12.2020;0-64    ;           1;           8;          15;         8.2;           .
VS  ;          50;13.12.2020;0-64    ;           1;           8;          15;         4.1;           .
VS  ;          51;20.12.2020;0-64    ;           1;           8;          15;         4.2;           .
VS  ;          52;27.12.2020;0-64    ;           1;           8;          15;         2.1;           .
VS  ;          53;03.01.2021;0-64    ;           1;           8;          16;           .;           .
VS  ;           1;05.01.2020;65+     ;          37;          56;          76;          32;           .
VS  ;           2;12.01.2020;65+     ;          36;          56;          75;          51;           .
VS  ;           3;19.01.2020;65+     ;          36;          55;          74;          68;           .
VS  ;           4;26.01.2020;65+     ;          35;          54;          73;          40;           .
VS  ;           5;02.02.2020;65+     ;          35;          54;          73;          59;           .
VS  ;           6;09.02.2020;65+     ;          34;          53;          72;          49;           .
VS  ;           7;16.02.2020;65+     ;          34;          52;          71;          52;           .
VS  ;           8;23.02.2020;65+     ;          33;          52;          70;          39;           .
VS  ;           9;01.03.2020;65+     ;          33;          51;          69;          35;           .
VS  ;          10;08.03.2020;65+     ;          32;          50;          69;          49;           .
VS  ;          11;15.03.2020;65+     ;          32;          50;          68;          57;           .
VS  ;          12;22.03.2020;65+     ;          31;          49;          67;          65;           .
VS  ;          13;29.03.2020;65+     ;          31;          48;          66;          67;          67
VS  ;          14;05.04.2020;65+     ;          30;          48;          66;          83;          83
VS  ;          15;12.04.2020;65+     ;          30;          47;          65;          82;          82
VS  ;          16;19.04.2020;65+     ;          29;          47;          64;          53;           .
VS  ;          17;26.04.2020;65+     ;          29;          46;          64;          60;           .
VS  ;          18;03.05.2020;65+     ;          28;          45;          63;          60;           .
VS  ;          19;10.05.2020;65+     ;          28;          45;          62;          41;           .
VS  ;          20;17.05.2020;65+     ;          27;          45;          62;          38;           .
VS  ;          21;24.05.2020;65+     ;          27;          44;          61;          45;           .
VS  ;          22;31.05.2020;65+     ;          27;          44;          61;          37;           .
VS  ;          23;07.06.2020;65+     ;          27;          44;          61;          46;           .
VS  ;          24;14.06.2020;65+     ;          27;          44;          61;          44;           .
VS  ;          25;21.06.2020;65+     ;          26;          43;          60;          38;           .
VS  ;          26;28.06.2020;65+     ;          26;          43;          60;          36;           .
VS  ;          27;05.07.2020;65+     ;          26;          43;          60;          28;           .
VS  ;          28;12.07.2020;65+     ;          26;          43;          60;          39;           .
VS  ;          29;19.07.2020;65+     ;          26;          43;          60;          28;           .
VS  ;          30;26.07.2020;65+     ;          26;          43;          60;          44;           .
VS  ;          31;02.08.2020;65+     ;          26;          43;          60;          44;           .
VS  ;          32;09.08.2020;65+     ;          26;          43;          60;          38;           .
VS  ;          33;16.08.2020;65+     ;          26;          43;          60;          33;           .
VS  ;          34;23.08.2020;65+     ;          26;          43;          60;          40;           .
VS  ;          35;30.08.2020;65+     ;          27;          44;          61;          39;           .
VS  ;          36;06.09.2020;65+     ;          27;          44;          61;          32;           .
VS  ;          37;13.09.2020;65+     ;          27;          44;          61;          44;           .
VS  ;          38;20.09.2020;65+     ;          27;          45;          62;          47;           .
VS  ;          39;27.09.2020;65+     ;          28;          45;          62;          42;           .
VS  ;          40;04.10.2020;65+     ;          28;          45;          63;          51;           .
VS  ;          41;11.10.2020;65+     ;          28;          46;          63;          42;           .
VS  ;          42;18.10.2020;65+     ;          29;          46;          64;          49;           .
VS  ;          43;25.10.2020;65+     ;          29;          47;          64;          70;          70
VS  ;          44;01.11.2020;65+     ;          30;          47;          65;          97;          97
VS  ;          45;08.11.2020;65+     ;          30;          48;          66;         121;         121
VS  ;          46;15.11.2020;65+     ;          30;          48;          66;         123;         123
VS  ;          47;22.11.2020;65+     ;          31;          49;          67;         112;         112
VS  ;          48;29.11.2020;65+     ;          31;          49;          67;        93.4;        93.4
VS  ;          49;06.12.2020;65+     ;          31;          49;          68;        65.5;           .
VS  ;          50;13.12.2020;65+     ;          32;          50;          68;        58.5;           .
VS  ;          51;20.12.2020;65+     ;          32;          50;          69;        47.6;           .
VS  ;          52;27.12.2020;65+     ;          32;          51;          69;        57.3;           .
VS  ;          53;03.01.2021;65+     ;          33;          51;          70;           .;           .
ZG  ;           1;05.01.2020;0-64    ;           0;           2;           6;           2;           .
ZG  ;           2;12.01.2020;0-64    ;           0;           2;           6;           3;           .
ZG  ;           3;19.01.2020;0-64    ;           0;           2;           6;           3;           .
ZG  ;           4;26.01.2020;0-64    ;           0;           2;           6;           2;           .
ZG  ;           5;02.02.2020;0-64    ;           0;           2;           6;           2;           .
ZG  ;           6;09.02.2020;0-64    ;           0;           2;           5;           2;           .
ZG  ;           7;16.02.2020;0-64    ;           0;           2;           5;           3;           .
ZG  ;           8;23.02.2020;0-64    ;           0;           2;           5;           3;           .
ZG  ;           9;01.03.2020;0-64    ;           0;           2;           5;           2;           .
ZG  ;          10;08.03.2020;0-64    ;           0;           2;           5;           3;           .
ZG  ;          11;15.03.2020;0-64    ;           0;           2;           5;           3;           .
ZG  ;          12;22.03.2020;0-64    ;           0;           2;           5;           1;           .
ZG  ;          13;29.03.2020;0-64    ;           0;           2;           5;           2;           .
ZG  ;          14;05.04.2020;0-64    ;           0;           2;           5;           3;           .
ZG  ;          15;12.04.2020;0-64    ;           0;           2;           5;           0;           .
ZG  ;          16;19.04.2020;0-64    ;           0;           2;           5;           0;           .
ZG  ;          17;26.04.2020;0-64    ;           0;           2;           5;           4;           .
ZG  ;          18;03.05.2020;0-64    ;           0;           2;           5;           1;           .
ZG  ;          19;10.05.2020;0-64    ;           0;           2;           5;           2;           .
ZG  ;          20;17.05.2020;0-64    ;           0;           2;           5;           0;           .
ZG  ;          21;24.05.2020;0-64    ;           0;           2;           5;           3;           .
ZG  ;          22;31.05.2020;0-64    ;           0;           2;           5;           3;           .
ZG  ;          23;07.06.2020;0-64    ;           0;           2;           5;           0;           .
ZG  ;          24;14.06.2020;0-64    ;           0;           2;           5;           1;           .
ZG  ;          25;21.06.2020;0-64    ;           0;           2;           5;           2;           .
ZG  ;          26;28.06.2020;0-64    ;           0;           2;           5;           1;           .
ZG  ;          27;05.07.2020;0-64    ;           0;           2;           5;           1;           .
ZG  ;          28;12.07.2020;0-64    ;           0;           2;           5;           1;           .
ZG  ;          29;19.07.2020;0-64    ;           0;           2;           5;           2;           .
ZG  ;          30;26.07.2020;0-64    ;           0;           2;           5;           1;           .
ZG  ;          31;02.08.2020;0-64    ;           0;           2;           5;           3;           .
ZG  ;          32;09.08.2020;0-64    ;           0;           2;           5;           2;           .
ZG  ;          33;16.08.2020;0-64    ;           0;           2;           5;           7;           7
ZG  ;          34;23.08.2020;0-64    ;           0;           2;           5;           2;           .
ZG  ;          35;30.08.2020;0-64    ;           0;           2;           5;           0;           .
ZG  ;          36;06.09.2020;0-64    ;           0;           2;           5;           0;           .
ZG  ;          37;13.09.2020;0-64    ;           0;           2;           5;           1;           .
ZG  ;          38;20.09.2020;0-64    ;           0;           2;           5;           3;           .
ZG  ;          39;27.09.2020;0-64    ;           0;           2;           5;           2;           .
ZG  ;          40;04.10.2020;0-64    ;           0;           2;           5;           2;           .
ZG  ;          41;11.10.2020;0-64    ;           0;           2;           5;           1;           .
ZG  ;          42;18.10.2020;0-64    ;           0;           2;           5;           4;           .
ZG  ;          43;25.10.2020;0-64    ;           0;           2;           5;           1;           .
ZG  ;          44;01.11.2020;0-64    ;           0;           2;           5;           3;           .
ZG  ;          45;08.11.2020;0-64    ;           0;           2;           5;           4;           .
ZG  ;          46;15.11.2020;0-64    ;           0;           2;           5;           2;           .
ZG  ;          47;22.11.2020;0-64    ;           0;           2;           5;           2;           .
ZG  ;          48;29.11.2020;0-64    ;           0;           2;           5;         5.2;         5.2
ZG  ;          49;06.12.2020;0-64    ;           0;           2;           5;         3.2;           .
ZG  ;          50;13.12.2020;0-64    ;           0;           2;           5;         2.2;           .
ZG  ;          51;20.12.2020;0-64    ;           0;           2;           5;           0;           .
ZG  ;          52;27.12.2020;0-64    ;           0;           2;           5;         1.2;           .
ZG  ;          53;03.01.2021;0-64    ;           0;           2;           5;           .;           .
ZG  ;           1;05.01.2020;65+     ;           5;          15;          24;           9;           .
ZG  ;           2;12.01.2020;65+     ;           5;          14;          24;          14;           .
ZG  ;           3;19.01.2020;65+     ;           5;          14;          24;          17;           .
ZG  ;           4;26.01.2020;65+     ;           5;          14;          24;          15;           .
ZG  ;           5;02.02.2020;65+     ;           5;          14;          24;          17;           .
ZG  ;           6;09.02.2020;65+     ;           4;          14;          24;          15;           .
ZG  ;           7;16.02.2020;65+     ;           4;          14;          24;          14;           .
ZG  ;           8;23.02.2020;65+     ;           4;          14;          24;          10;           .
ZG  ;           9;01.03.2020;65+     ;           4;          14;          24;          11;           .
ZG  ;          10;08.03.2020;65+     ;           4;          14;          23;          12;           .
ZG  ;          11;15.03.2020;65+     ;           4;          14;          23;          10;           .
ZG  ;          12;22.03.2020;65+     ;           4;          14;          23;          10;           .
ZG  ;          13;29.03.2020;65+     ;           4;          14;          23;          13;           .
ZG  ;          14;05.04.2020;65+     ;           4;          14;          23;          20;           .
ZG  ;          15;12.04.2020;65+     ;           4;          13;          23;          19;           .
ZG  ;          16;19.04.2020;65+     ;           4;          13;          23;          19;           .
ZG  ;          17;26.04.2020;65+     ;           4;          13;          23;          12;           .
ZG  ;          18;03.05.2020;65+     ;           4;          13;          23;          17;           .
ZG  ;          19;10.05.2020;65+     ;           4;          13;          22;           9;           .
ZG  ;          20;17.05.2020;65+     ;           4;          13;          22;          10;           .
ZG  ;          21;24.05.2020;65+     ;           4;          13;          22;           7;           .
ZG  ;          22;31.05.2020;65+     ;           4;          13;          22;           7;           .
ZG  ;          23;07.06.2020;65+     ;           4;          13;          22;           9;           .
ZG  ;          24;14.06.2020;65+     ;           4;          13;          22;          12;           .
ZG  ;          25;21.06.2020;65+     ;           4;          13;          22;          14;           .
ZG  ;          26;28.06.2020;65+     ;           3;          13;          22;           7;           .
ZG  ;          27;05.07.2020;65+     ;           3;          13;          22;          18;           .
ZG  ;          28;12.07.2020;65+     ;           3;          13;          22;          10;           .
ZG  ;          29;19.07.2020;65+     ;           3;          13;          22;          13;           .
ZG  ;          30;26.07.2020;65+     ;           3;          13;          22;           8;           .
ZG  ;          31;02.08.2020;65+     ;           4;          13;          22;          11;           .
ZG  ;          32;09.08.2020;65+     ;           4;          13;          22;          10;           .
ZG  ;          33;16.08.2020;65+     ;           4;          13;          22;          10;           .
ZG  ;          34;23.08.2020;65+     ;           4;          13;          22;          10;           .
ZG  ;          35;30.08.2020;65+     ;           4;          13;          22;          11;           .
ZG  ;          36;06.09.2020;65+     ;           4;          13;          22;           9;           .
ZG  ;          37;13.09.2020;65+     ;           4;          13;          22;          12;           .
ZG  ;          38;20.09.2020;65+     ;           4;          13;          22;          19;           .
ZG  ;          39;27.09.2020;65+     ;           4;          13;          23;           6;           .
ZG  ;          40;04.10.2020;65+     ;           4;          13;          23;          17;           .
ZG  ;          41;11.10.2020;65+     ;           4;          13;          23;          11;           .
ZG  ;          42;18.10.2020;65+     ;           4;          14;          23;          17;           .
ZG  ;          43;25.10.2020;65+     ;           4;          14;          23;           8;           .
ZG  ;          44;01.11.2020;65+     ;           4;          14;          23;          19;           .
ZG  ;          45;08.11.2020;65+     ;           4;          14;          24;          23;           .
ZG  ;          46;15.11.2020;65+     ;           4;          14;          24;          20;           .
ZG  ;          47;22.11.2020;65+     ;           4;          14;          24;          17;           .
ZG  ;          48;29.11.2020;65+     ;           5;          14;          24;        22.3;           .
ZG  ;          49;06.12.2020;65+     ;           5;          14;          24;        27.6;        27.6
ZG  ;          50;13.12.2020;65+     ;           5;          15;          24;        28.7;        28.7
ZG  ;          51;20.12.2020;65+     ;           5;          15;          25;        28.9;        28.9
ZG  ;          52;27.12.2020;65+     ;           5;          15;          25;        24.1;           .
ZG  ;          53;03.01.2021;65+     ;           5;          15;          25;           .;           .
ZH  ;           1;05.01.2020;0-64    ;          14;          28;          41;          20;           .
ZH  ;           2;12.01.2020;0-64    ;          14;          28;          41;          31;           .
ZH  ;           3;19.01.2020;0-64    ;          14;          28;          41;          31;           .
ZH  ;           4;26.01.2020;0-64    ;          14;          28;          41;          33;           .
ZH  ;           5;02.02.2020;0-64    ;          14;          28;          41;          31;           .
ZH  ;           6;09.02.2020;0-64    ;          14;          27;          41;          30;           .
ZH  ;           7;16.02.2020;0-64    ;          14;          27;          41;          17;           .
ZH  ;           8;23.02.2020;0-64    ;          14;          27;          41;          29;           .
ZH  ;           9;01.03.2020;0-64    ;          14;          27;          41;          20;           .
ZH  ;          10;08.03.2020;0-64    ;          14;          27;          41;          30;           .
ZH  ;          11;15.03.2020;0-64    ;          14;          27;          40;          24;           .
ZH  ;          12;22.03.2020;0-64    ;          14;          27;          40;          28;           .
ZH  ;          13;29.03.2020;0-64    ;          14;          27;          40;          30;           .
ZH  ;          14;05.04.2020;0-64    ;          13;          27;          40;          35;           .
ZH  ;          15;12.04.2020;0-64    ;          13;          27;          40;          36;           .
ZH  ;          16;19.04.2020;0-64    ;          13;          27;          40;          33;           .
ZH  ;          17;26.04.2020;0-64    ;          13;          27;          40;          32;           .
ZH  ;          18;03.05.2020;0-64    ;          13;          27;          40;          19;           .
ZH  ;          19;10.05.2020;0-64    ;          13;          26;          40;          22;           .
ZH  ;          20;17.05.2020;0-64    ;          13;          26;          40;          23;           .
ZH  ;          21;24.05.2020;0-64    ;          13;          26;          40;          34;           .
ZH  ;          22;31.05.2020;0-64    ;          13;          26;          39;          31;           .
ZH  ;          23;07.06.2020;0-64    ;          13;          26;          39;          24;           .
ZH  ;          24;14.06.2020;0-64    ;          13;          26;          39;          29;           .
ZH  ;          25;21.06.2020;0-64    ;          13;          26;          39;          24;           .
ZH  ;          26;28.06.2020;0-64    ;          13;          26;          39;          30;           .
ZH  ;          27;05.07.2020;0-64    ;          13;          26;          39;          20;           .
ZH  ;          28;12.07.2020;0-64    ;          13;          26;          39;          24;           .
ZH  ;          29;19.07.2020;0-64    ;          13;          26;          39;          24;           .
ZH  ;          30;26.07.2020;0-64    ;          13;          26;          39;          33;           .
ZH  ;          31;02.08.2020;0-64    ;          13;          26;          39;          37;           .
ZH  ;          32;09.08.2020;0-64    ;          13;          26;          39;          25;           .
ZH  ;          33;16.08.2020;0-64    ;          13;          26;          39;          27;           .
ZH  ;          34;23.08.2020;0-64    ;          13;          26;          39;          23;           .
ZH  ;          35;30.08.2020;0-64    ;          13;          26;          39;          27;           .
ZH  ;          36;06.09.2020;0-64    ;          13;          26;          39;          22;           .
ZH  ;          37;13.09.2020;0-64    ;          13;          26;          39;          20;           .
ZH  ;          38;20.09.2020;0-64    ;          13;          26;          39;          31;           .
ZH  ;          39;27.09.2020;0-64    ;          13;          26;          39;          30;           .
ZH  ;          40;04.10.2020;0-64    ;          13;          26;          39;          23;           .
ZH  ;          41;11.10.2020;0-64    ;          13;          26;          39;          32;           .
ZH  ;          42;18.10.2020;0-64    ;          13;          26;          40;          20;           .
ZH  ;          43;25.10.2020;0-64    ;          13;          26;          40;          26;           .
ZH  ;          44;01.11.2020;0-64    ;          13;          26;          40;          35;           .
ZH  ;          45;08.11.2020;0-64    ;          13;          26;          40;          28;           .
ZH  ;          46;15.11.2020;0-64    ;          13;          26;          40;          35;           .
ZH  ;          47;22.11.2020;0-64    ;          13;          26;          40;          19;           .
ZH  ;          48;29.11.2020;0-64    ;          13;          27;          40;        14.5;           .
ZH  ;          49;06.12.2020;0-64    ;          13;          27;          40;          31;           .
ZH  ;          50;13.12.2020;0-64    ;          13;          27;          40;        34.5;           .
ZH  ;          51;20.12.2020;0-64    ;          13;          27;          40;        29.9;           .
ZH  ;          52;27.12.2020;0-64    ;          13;          27;          40;        23.2;           .
ZH  ;          53;03.01.2021;0-64    ;          13;          27;          40;           .;           .
ZH  ;           1;05.01.2020;65+     ;         171;         208;         245;         193;           .
ZH  ;           2;12.01.2020;65+     ;         171;         208;         245;         194;           .
ZH  ;           3;19.01.2020;65+     ;         170;         208;         245;         211;           .
ZH  ;           4;26.01.2020;65+     ;         170;         207;         245;         205;           .
ZH  ;           5;02.02.2020;65+     ;         170;         207;         244;         193;           .
ZH  ;           6;09.02.2020;65+     ;         170;         207;         244;         193;           .
ZH  ;           7;16.02.2020;65+     ;         170;         207;         244;         185;           .
ZH  ;           8;23.02.2020;65+     ;         169;         206;         243;         179;           .
ZH  ;           9;01.03.2020;65+     ;         169;         205;         242;         183;           .
ZH  ;          10;08.03.2020;65+     ;         167;         204;         241;         184;           .
